ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP	SAMPLE_NAME
All Reads	ALL	2	109250	24	13	0.017255	0.003522	NA	NA	NA	BC05-P1
All Reads	ALL	3	139082	280	17	0.158126	0.00945	NA	NA	NA	BC05-P1
All Reads	ALL	4	149438	128	13	0.067277	0.005946	NA	NA	NA	BC05-P1
All Reads	ALL	5	152532	324	13	0.16684	0.009269	NA	NA	NA	BC05-P1
All Reads	ALL	6	173446	920	15	0.416621	0.013736	NA	NA	NA	BC05-P1
All Reads	ALL	7	187203	889	16	0.372998	0.01251	NA	NA	NA	BC05-P1
All Reads	ALL	8	213554	268	15	0.09857	0.006021	NA	NA	NA	BC05-P1
All Reads	ALL	9	241757	468	18	0.152049	0.007028	NA	NA	NA	BC05-P1
All Reads	ALL	10	285954	484	18	0.132943	0.006043	NA	NA	NA	BC05-P1
All Reads	ALL	11	351175	466	16	0.104227	0.004828	NA	NA	NA	BC05-P1
All Reads	ALL	12	460264	500	19	0.085326	0.003816	NA	NA	NA	BC05-P1
All Reads	ALL	13	609431	900	19	0.115994	0.003866	NA	NA	NA	BC05-P1
All Reads	ALL	14	866131	1117	18	0.101295	0.003031	NA	NA	NA	BC05-P1
All Reads	ALL	15	1276991	1681	19	0.103394	0.002522	NA	NA	NA	BC05-P1
All Reads	ALL	16	1912298	3320	20	0.136364	0.002367	NA	NA	NA	BC05-P1
All Reads	ALL	17	2873264	5618	20	0.153576	0.002049	NA	NA	NA	BC05-P1
All Reads	ALL	18	4310883	9562	20	0.174221	0.001782	NA	NA	NA	BC05-P1
All Reads	ALL	19	6364320	15908	20	0.196327	0.001557	NA	NA	NA	BC05-P1
All Reads	ALL	20	9194506	24778	20	0.211668	0.001345	NA	NA	NA	BC05-P1
All Reads	ALL	21	12934834	36356	20	0.220766	0.001158	NA	NA	NA	BC05-P1
All Reads	ALL	22	17664262	51388	21	0.228499	0.001008	NA	NA	NA	BC05-P1
All Reads	ALL	23	23450931	69637	22	0.233237	8.84e-4	NA	NA	NA	BC05-P1
All Reads	ALL	24	30272954	94658	22	0.245595	7.98e-4	NA	NA	NA	BC05-P1
All Reads	ALL	25	37967796	127251	23	0.263247	7.38e-4	NA	NA	NA	BC05-P1
All Reads	ALL	26	46244861	164525	23	0.279438	6.89e-4	NA	NA	NA	BC05-P1
All Reads	ALL	27	54888845	202699	23	0.290058	6.44e-4	NA	NA	NA	BC05-P1
All Reads	ALL	28	63607757	244925	23	0.302441	6.11e-4	NA	NA	NA	BC05-P1
All Reads	ALL	29	72092623	292483	23	0.31866	5.89e-4	NA	NA	NA	BC05-P1
All Reads	ALL	30	80150381	345231	23	0.338315	5.76e-4	NA	NA	NA	BC05-P1
All Reads	ALL	31	87582575	397282	23	0.356286	5.65e-4	NA	NA	NA	BC05-P1
All Reads	ALL	32	94099516	447676	23	0.373675	5.58e-4	NA	NA	NA	BC05-P1
All Reads	ALL	33	99563693	504329	23	0.39786	5.6e-4	NA	NA	NA	BC05-P1
All Reads	ALL	34	103822748	557304	23	0.421616	5.65e-4	NA	NA	NA	BC05-P1
All Reads	ALL	35	107046720	606659	23	0.44513200000000003	5.71e-4	NA	NA	NA	BC05-P1
All Reads	ALL	36	109094349	667425	23	0.480527	5.88e-4	NA	NA	NA	BC05-P1
All Reads	ALL	37	109759029	719271	23	0.514718	6.07e-4	NA	NA	NA	BC05-P1
All Reads	ALL	38	108742561	763865	23	0.55174	6.31e-4	NA	NA	NA	BC05-P1
All Reads	ALL	39	106350740	792362	23	0.585195	6.57e-4	NA	NA	NA	BC05-P1
All Reads	ALL	40	102986732	822278	23	0.627126	6.92e-4	NA	NA	NA	BC05-P1
All Reads	ALL	41	98941479	824259	24	0.654339	7.21e-4	NA	NA	NA	BC05-P1
All Reads	ALL	42	94444701	832790	24	0.692588	7.59e-4	NA	NA	NA	BC05-P1
All Reads	ALL	43	89958166	831327	24	0.725853	7.96e-4	NA	NA	NA	BC05-P1
All Reads	ALL	44	85906450	814343	24	0.744558	8.25e-4	NA	NA	NA	BC05-P1
All Reads	ALL	45	82456226	813738	24	0.775137	8.59e-4	NA	NA	NA	BC05-P1
All Reads	ALL	46	79550344	813444	24	0.803161	8.91e-4	NA	NA	NA	BC05-P1
All Reads	ALL	47	77085421	829391	24	0.845093	9.28e-4	NA	NA	NA	BC05-P1
All Reads	ALL	48	74497370	831889	24	0.877085	9.62e-4	NA	NA	NA	BC05-P1
All Reads	ALL	49	71272749	847086	24	0.933515	0.001014	NA	NA	NA	BC05-P1
All Reads	ALL	50	67162836	847723	24	0.991385	0.001077	NA	NA	NA	BC05-P1
All Reads	ALL	51	62356075	847782	24	1.06788	0.00116	NA	NA	NA	BC05-P1
All Reads	ALL	52	57369069	862334	24	1.180633	0.001271	NA	NA	NA	BC05-P1
All Reads	ALL	53	52702057	877995	24	1.308524	0.001396	NA	NA	NA	BC05-P1
All Reads	ALL	54	48542265	911758	24	1.475288	0.001545	NA	NA	NA	BC05-P1
All Reads	ALL	55	44876597	942505	24	1.649609	0.001699	NA	NA	NA	BC05-P1
All Reads	ALL	56	41346578	982880	24	1.867145	0.001883	NA	NA	NA	BC05-P1
All Reads	ALL	57	37594432	1021542	24	2.134273	0.002112	NA	NA	NA	BC05-P1
All Reads	ALL	58	33458358	1054913	24	2.476448	0.002411	NA	NA	NA	BC05-P1
All Reads	ALL	59	28972655	1075258	24	2.91502	0.002811	NA	NA	NA	BC05-P1
All Reads	ALL	60	24470214	1082135	24	3.473448	0.003339	NA	NA	NA	BC05-P1
All Reads	ALL	61	20316562	1076523	24	4.161887	0.004011	NA	NA	NA	BC05-P1
All Reads	ALL	62	16771816	1059020	24	4.959538	0.004819	NA	NA	NA	BC05-P1
All Reads	ALL	63	13846719	1028824	24	5.835948	0.0057540000000000004	NA	NA	NA	BC05-P1
All Reads	ALL	64	11435727	1000959	23	6.874952	0.006872	NA	NA	NA	BC05-P1
All Reads	ALL	65	9427296	938581	23	7.819911	0.008072	NA	NA	NA	BC05-P1
All Reads	ALL	66	7763602	854961	23	8.649684	0.009355	NA	NA	NA	BC05-P1
All Reads	ALL	67	6306729	789551	23	9.833162	0.011066	NA	NA	NA	BC05-P1
All Reads	ALL	68	5044172	682887	23	10.633498	0.012868	NA	NA	NA	BC05-P1
All Reads	ALL	69	4036063	585720	23	11.398542	0.014894	NA	NA	NA	BC05-P1
All Reads	ALL	70	3237424	495467	23	12.020771	0.017078	NA	NA	NA	BC05-P1
All Reads	ALL	71	2593527	403320	23	12.214513	0.019233	NA	NA	NA	BC05-P1
All Reads	ALL	72	2098727	334618	23	12.523062	0.021649	NA	NA	NA	BC05-P1
All Reads	ALL	73	1714316	274500	22	12.576757	0.024005	NA	NA	NA	BC05-P1
All Reads	ALL	74	1414431	223064	23	12.386965	0.026227	NA	NA	NA	BC05-P1
All Reads	ALL	75	1193116	178751	23	11.767467	0.027833	NA	NA	NA	BC05-P1
All Reads	ALL	76	1030236	149304	22	11.382873	0.029459	NA	NA	NA	BC05-P1
All Reads	ALL	77	906345	118957	22	10.308931	0.029889	NA	NA	NA	BC05-P1
All Reads	ALL	78	806223	92147	22	8.977248	0.029573	NA	NA	NA	BC05-P1
All Reads	ALL	79	704539	72401	22	8.071546	0.029997	NA	NA	NA	BC05-P1
All Reads	ALL	80	601018	56246	22	7.350576	0.030994	NA	NA	NA	BC05-P1
All Reads	ALL	81	504754	41369	22	6.437429	0.03165	NA	NA	NA	BC05-P1
All Reads	ALL	82	423484	28653	21	5.314352	0.031395	NA	NA	NA	BC05-P1
All Reads	ALL	83	348430	22540	21	5.081074	0.033844	NA	NA	NA	BC05-P1
All Reads	ALL	84	270044	13808	21	4.016182	0.034178	NA	NA	NA	BC05-P1
All Reads	ALL	85	195661	6560	20	2.6334	0.032514	NA	NA	NA	BC05-P1
All Reads	ALL	86	130371	4472	21	2.694251	0.040289	NA	NA	NA	BC05-P1
All Reads	ALL	87	84764	2371	20	2.197037	0.04512	NA	NA	NA	BC05-P1
All Reads	ALL	88	58468	629	19	0.844986	0.033692	NA	NA	NA	BC05-P1
All Reads	ALL	89	38017	166	19	0.342963	0.026619	NA	NA	NA	BC05-P1
All Reads	ALL	90	24933	53	18	0.166962	0.022934	NA	NA	NA	BC05-P1
All Reads	ALL	91	15833	263	20	1.304697	0.080451	NA	NA	NA	BC05-P1
All Reads	ALL	92	9370	64	19	0.536485	0.067061	NA	NA	NA	BC05-P1
All Reads	ALL	93	5877	74	18	0.988993	0.114968	NA	NA	NA	BC05-P1
All Reads	ALL	94	3408	761	16	17.538896	0.635784	NA	NA	NA	BC05-P1
All Reads	ALL	95	1663	1786	15	84.354138	1.996024	NA	NA	NA	BC05-P1
All Reads	ALL	96	986	1483	14	118.135772	3.067686	NA	NA	NA	BC05-P1
All Reads	ALL	97	658	3887	14	463.987023	7.442152	NA	NA	NA	BC05-P1
All Reads	ALL	98	328	6283	14	1504.563088	18.98134	NA	NA	NA	BC05-P1
All Reads	ALL	99	133	1461	14	862.811176	22.573071	NA	NA	NA	BC05-P1
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC05-P1
All Reads	ALL	0	132619	21	16	0.010412	0.002272	NA	NA	NA	BC17-P1
All Reads	ALL	1	95016	116	9	0.080279	0.007454	NA	NA	NA	BC17-P1
All Reads	ALL	2	109250	42	13	0.02528	0.003901	NA	NA	NA	BC17-P1
All Reads	ALL	3	139082	283	18	0.1338	0.007954	NA	NA	NA	BC17-P1
All Reads	ALL	4	149438	190	15	0.083605	0.006065	NA	NA	NA	BC17-P1
All Reads	ALL	5	152532	413	13	0.178045	0.008761	NA	NA	NA	BC17-P1
All Reads	ALL	6	173446	1062	14	0.402625	0.012355	NA	NA	NA	BC17-P1
All Reads	ALL	7	187203	990	16	0.347747	0.011052	NA	NA	NA	BC17-P1
All Reads	ALL	8	213554	298	14	0.091759	0.005315	NA	NA	NA	BC17-P1
All Reads	ALL	9	241757	502	18	0.136542	0.006094	NA	NA	NA	BC17-P1
All Reads	ALL	10	285954	557	17	0.128085	0.005427	NA	NA	NA	BC17-P1
All Reads	ALL	11	351175	635	16	0.118902	0.004719	NA	NA	NA	BC17-P1
All Reads	ALL	12	460264	611	17	0.087292	0.003531	NA	NA	NA	BC17-P1
All Reads	ALL	13	609431	1058	18	0.114157	0.00351	NA	NA	NA	BC17-P1
All Reads	ALL	14	866131	1322	19	0.100366	0.00276	NA	NA	NA	BC17-P1
All Reads	ALL	15	1276991	2017	20	0.103863	0.002313	NA	NA	NA	BC17-P1
All Reads	ALL	16	1912298	4366	21	0.150131	0.002272	NA	NA	NA	BC17-P1
All Reads	ALL	17	2873264	6941	20	0.15885	0.001907	NA	NA	NA	BC17-P1
All Reads	ALL	18	4310883	12030	20	0.183502	0.001673	NA	NA	NA	BC17-P1
All Reads	ALL	19	6364320	19596	20	0.202468	0.001446	NA	NA	NA	BC17-P1
All Reads	ALL	20	9194506	30000	21	0.214553	0.001239	NA	NA	NA	BC17-P1
All Reads	ALL	21	12934834	44380	20	0.225615	0.001071	NA	NA	NA	BC17-P1
All Reads	ALL	22	17664262	63545	21	0.236552	9.38e-4	NA	NA	NA	BC17-P1
All Reads	ALL	23	23450931	85871	23	0.240784	8.22e-4	NA	NA	NA	BC17-P1
All Reads	ALL	24	30272954	117979	23	0.256266	7.46e-4	NA	NA	NA	BC17-P1
All Reads	ALL	25	37967796	159484	23	0.276212	6.92e-4	NA	NA	NA	BC17-P1
All Reads	ALL	26	46244861	204121	23	0.290245	6.42e-4	NA	NA	NA	BC17-P1
All Reads	ALL	27	54888845	250387	23	0.299964	5.99e-4	NA	NA	NA	BC17-P1
All Reads	ALL	28	63607757	308131	23	0.318542	5.74e-4	NA	NA	NA	BC17-P1
All Reads	ALL	29	72092623	370262	23	0.337722	5.55e-4	NA	NA	NA	BC17-P1
All Reads	ALL	30	80150381	437470	23	0.358908	5.43e-4	NA	NA	NA	BC17-P1
All Reads	ALL	31	87582575	505054	23	0.379194	5.34e-4	NA	NA	NA	BC17-P1
All Reads	ALL	32	94099516	570731	23	0.398827	5.28e-4	NA	NA	NA	BC17-P1
All Reads	ALL	33	99563693	645640	23	0.426413	5.31e-4	NA	NA	NA	BC17-P1
All Reads	ALL	34	103822748	719382	23	0.455625	5.37e-4	NA	NA	NA	BC17-P1
All Reads	ALL	35	107046720	784138	23	0.481682	5.44e-4	NA	NA	NA	BC17-P1
All Reads	ALL	36	109094349	860914	23	0.518918	5.59e-4	NA	NA	NA	BC17-P1
All Reads	ALL	37	109759029	924827	23	0.554065	5.76e-4	NA	NA	NA	BC17-P1
All Reads	ALL	38	108742561	985105	23	0.595695	6e-4	NA	NA	NA	BC17-P1
All Reads	ALL	39	106350740	1022857	24	0.632434	6.25e-4	NA	NA	NA	BC17-P1
All Reads	ALL	40	102986732	1049595	24	0.670164	6.54e-4	NA	NA	NA	BC17-P1
All Reads	ALL	41	98941479	1055484	24	0.701478	6.83e-4	NA	NA	NA	BC17-P1
All Reads	ALL	42	94444701	1059235	24	0.737489	7.17e-4	NA	NA	NA	BC17-P1
All Reads	ALL	43	89958166	1059900	24	0.774756	7.53e-4	NA	NA	NA	BC17-P1
All Reads	ALL	44	85906450	1028591	24	0.787332	7.76e-4	NA	NA	NA	BC17-P1
All Reads	ALL	45	82456226	1007607	24	0.803542	8.01e-4	NA	NA	NA	BC17-P1
All Reads	ALL	46	79550344	1021231	24	0.844156	8.35e-4	NA	NA	NA	BC17-P1
All Reads	ALL	47	77085421	1020453	24	0.870486	8.62e-4	NA	NA	NA	BC17-P1
All Reads	ALL	48	74497370	1019740	24	0.900097	8.91e-4	NA	NA	NA	BC17-P1
All Reads	ALL	49	71272749	1030081	24	0.950361	9.36e-4	NA	NA	NA	BC17-P1
All Reads	ALL	50	67162836	1028699	24	1.007164	9.93e-4	NA	NA	NA	BC17-P1
All Reads	ALL	51	62356075	1018941	24	1.074512	0.001064	NA	NA	NA	BC17-P1
All Reads	ALL	52	57369069	1026346	24	1.176405	0.001161	NA	NA	NA	BC17-P1
All Reads	ALL	53	52702057	1045021	24	1.303882	0.001275	NA	NA	NA	BC17-P1
All Reads	ALL	54	48542265	1084313	24	1.468843	0.001411	NA	NA	NA	BC17-P1
All Reads	ALL	55	44876597	1108772	24	1.624663	0.001543	NA	NA	NA	BC17-P1
All Reads	ALL	56	41346578	1150743	24	1.83012	0.001706	NA	NA	NA	BC17-P1
All Reads	ALL	57	37594432	1197104	24	2.093868	0.001914	NA	NA	NA	BC17-P1
All Reads	ALL	58	33458358	1227360	24	2.412172	0.002177	NA	NA	NA	BC17-P1
All Reads	ALL	59	28972655	1255319	24	2.849093	0.002543	NA	NA	NA	BC17-P1
All Reads	ALL	60	24470214	1251423	24	3.362848	0.003006	NA	NA	NA	BC17-P1
All Reads	ALL	61	20316562	1225747	24	3.967267	0.003583	NA	NA	NA	BC17-P1
All Reads	ALL	62	16771816	1201934	24	4.712392	0.004298	NA	NA	NA	BC17-P1
All Reads	ALL	63	13846719	1163141	24	5.523652	0.005122	NA	NA	NA	BC17-P1
All Reads	ALL	64	11435727	1129110	24	6.49252	0.00611	NA	NA	NA	BC17-P1
All Reads	ALL	65	9427296	1052214	24	7.339353	0.007155	NA	NA	NA	BC17-P1
All Reads	ALL	66	7763602	952819	24	8.070269	0.008268	NA	NA	NA	BC17-P1
All Reads	ALL	67	6306729	869571	24	9.066543	0.009723	NA	NA	NA	BC17-P1
All Reads	ALL	68	5044172	749063	24	9.764934	0.011283	NA	NA	NA	BC17-P1
All Reads	ALL	69	4036063	635409	23	10.352286	0.012987	NA	NA	NA	BC17-P1
All Reads	ALL	70	3237424	534713	23	10.860805	0.014853	NA	NA	NA	BC17-P1
All Reads	ALL	71	2593527	436248	23	11.060723	0.016746	NA	NA	NA	BC17-P1
All Reads	ALL	72	2098727	353252	23	11.06801	0.018622	NA	NA	NA	BC17-P1
All Reads	ALL	73	1714316	288509	23	11.066476	0.020603	NA	NA	NA	BC17-P1
All Reads	ALL	74	1414431	232153	23	10.792781	0.0224	NA	NA	NA	BC17-P1
All Reads	ALL	75	1193116	187945	23	10.358311	0.023893	NA	NA	NA	BC17-P1
All Reads	ALL	76	1030236	158382	23	10.109041	0.025401	NA	NA	NA	BC17-P1
All Reads	ALL	77	906345	123694	22	8.974204	0.025517	NA	NA	NA	BC17-P1
All Reads	ALL	78	806223	99013	22	8.075657	0.025664	NA	NA	NA	BC17-P1
All Reads	ALL	79	704539	76529	22	7.142691	0.02582	NA	NA	NA	BC17-P1
All Reads	ALL	80	601018	58790	22	6.43216	0.026528	NA	NA	NA	BC17-P1
All Reads	ALL	81	504754	42020	22	5.474155	0.026705	NA	NA	NA	BC17-P1
All Reads	ALL	82	423484	30970	22	4.808892	0.027326	NA	NA	NA	BC17-P1
All Reads	ALL	83	348430	25449	22	4.802817	0.030107	NA	NA	NA	BC17-P1
All Reads	ALL	84	270044	15185	21	3.69761	0.030006	NA	NA	NA	BC17-P1
All Reads	ALL	85	195661	7961	21	2.675495	0.029986	NA	NA	NA	BC17-P1
All Reads	ALL	86	130371	5076	21	2.560245	0.035935	NA	NA	NA	BC17-P1
All Reads	ALL	87	84764	2964	21	2.299363	0.042235	NA	NA	NA	BC17-P1
All Reads	ALL	88	58468	1084	20	1.219135	0.037029	NA	NA	NA	BC17-P1
All Reads	ALL	89	38017	345	20	0.596736	0.032127	NA	NA	NA	BC17-P1
All Reads	ALL	90	24933	58	16	0.152966	0.020085	NA	NA	NA	BC17-P1
All Reads	ALL	91	15833	324	20	1.345621	0.074757	NA	NA	NA	BC17-P1
All Reads	ALL	92	9370	77	15	0.540371	0.061581	NA	NA	NA	BC17-P1
All Reads	ALL	93	5877	88	18	0.984618	0.104961	NA	NA	NA	BC17-P1
All Reads	ALL	94	3408	868	16	16.747924	0.568462	NA	NA	NA	BC17-P1
All Reads	ALL	95	1663	1999	15	79.042632	1.767889	NA	NA	NA	BC17-P1
All Reads	ALL	96	986	1524	14	101.636312	2.603493	NA	NA	NA	BC17-P1
All Reads	ALL	97	658	4231	14	422.822393	6.500346	NA	NA	NA	BC17-P1
All Reads	ALL	98	328	6562	14	1315.537493	16.239966	NA	NA	NA	BC17-P1
All Reads	ALL	99	133	1560	14	771.283082	19.527718	NA	NA	NA	BC17-P1
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC17-P1
All Reads	ALL	0	132619	24	12	0.033838	0.006907	NA	NA	NA	BC13-P1
All Reads	ALL	1	95016	29	12	0.057069	0.010597	NA	NA	NA	BC13-P1
All Reads	ALL	2	109250	175	13	0.299514	0.022641	NA	NA	NA	BC13-P1
All Reads	ALL	3	139082	1295	10	1.741001	0.04838	NA	NA	NA	BC13-P1
All Reads	ALL	4	149438	117	13	0.146395	0.013534	NA	NA	NA	BC13-P1
All Reads	ALL	5	152532	89	13	0.109101	0.011565	NA	NA	NA	BC13-P1
All Reads	ALL	6	173446	202	14	0.217765	0.015322	NA	NA	NA	BC13-P1
All Reads	ALL	7	187203	191	15	0.190775	0.013804	NA	NA	NA	BC13-P1
All Reads	ALL	8	213554	126	13	0.110322	0.009828	NA	NA	NA	BC13-P1
All Reads	ALL	9	241757	179	15	0.138444	0.010348	NA	NA	NA	BC13-P1
All Reads	ALL	10	285954	255	15	0.166742	0.010442	NA	NA	NA	BC13-P1
All Reads	ALL	11	351175	316	15	0.168253	0.009465	NA	NA	NA	BC13-P1
All Reads	ALL	12	460264	471	15	0.191344	0.008817	NA	NA	NA	BC13-P1
All Reads	ALL	13	609431	504	18	0.154634	0.006888	NA	NA	NA	BC13-P1
All Reads	ALL	14	866131	587	19	0.126723	0.00523	NA	NA	NA	BC13-P1
All Reads	ALL	15	1276991	685	21	0.1003	0.003832	NA	NA	NA	BC13-P1
All Reads	ALL	16	1912298	1302	21	0.127308	0.003528	NA	NA	NA	BC13-P1
All Reads	ALL	17	2873264	2201	21	0.143234	0.003053	NA	NA	NA	BC13-P1
All Reads	ALL	18	4310883	3719	21	0.16131	0.002645	NA	NA	NA	BC13-P1
All Reads	ALL	19	6364320	6403	21	0.188119	0.002351	NA	NA	NA	BC13-P1
All Reads	ALL	20	9194506	9802	21	0.199336	0.002013	NA	NA	NA	BC13-P1
All Reads	ALL	21	12934834	14691	20	0.212369	0.001752	NA	NA	NA	BC13-P1
All Reads	ALL	22	17664262	20359	22	0.215507	0.00151	NA	NA	NA	BC13-P1
All Reads	ALL	23	23450931	27917	23	0.222592	0.001332	NA	NA	NA	BC13-P1
All Reads	ALL	24	30272954	38044	24	0.23498	0.001205	NA	NA	NA	BC13-P1
All Reads	ALL	25	37967796	51062	24	0.251468	0.001113	NA	NA	NA	BC13-P1
All Reads	ALL	26	46244861	65882	24	0.266381	0.001038	NA	NA	NA	BC13-P1
All Reads	ALL	27	54888845	82544	24	0.281191	9.79e-4	NA	NA	NA	BC13-P1
All Reads	ALL	28	63607757	101404	24	0.298088	9.36e-4	NA	NA	NA	BC13-P1
All Reads	ALL	29	72092623	123567	24	0.320488	9.12e-4	NA	NA	NA	BC13-P1
All Reads	ALL	30	80150381	146147	25	0.340945	8.92e-4	NA	NA	NA	BC13-P1
All Reads	ALL	31	87582575	170214	25	0.363394	8.81e-4	NA	NA	NA	BC13-P1
All Reads	ALL	32	94099516	194690	25	0.386862	8.77e-4	NA	NA	NA	BC13-P1
All Reads	ALL	33	99563693	220977	25	0.414998	8.83e-4	NA	NA	NA	BC13-P1
All Reads	ALL	34	103822748	246331	25	0.443636	8.94e-4	NA	NA	NA	BC13-P1
All Reads	ALL	35	107046720	271647	24	0.474495	9.1e-4	NA	NA	NA	BC13-P1
All Reads	ALL	36	109094349	299906	24	0.514024	9.39e-4	NA	NA	NA	BC13-P1
All Reads	ALL	37	109759029	327973	24	0.558725	9.76e-4	NA	NA	NA	BC13-P1
All Reads	ALL	38	108742561	347659	24	0.597798	0.001014	NA	NA	NA	BC13-P1
All Reads	ALL	39	106350740	364754	24	0.641298	0.001062	NA	NA	NA	BC13-P1
All Reads	ALL	40	102986732	378028	24	0.686346	0.001116	NA	NA	NA	BC13-P1
All Reads	ALL	41	98941479	380229	25	0.718567	0.001165	NA	NA	NA	BC13-P1
All Reads	ALL	42	94444701	381314	25	0.754928	0.001223	NA	NA	NA	BC13-P1
All Reads	ALL	43	89958166	379181	25	0.788145	0.00128	NA	NA	NA	BC13-P1
All Reads	ALL	44	85906450	367346	25	0.799558	0.001319	NA	NA	NA	BC13-P1
All Reads	ALL	45	82456226	363518	25	0.824333	0.001367	NA	NA	NA	BC13-P1
All Reads	ALL	46	79550344	364253	26	0.856172	0.001419	NA	NA	NA	BC13-P1
All Reads	ALL	47	77085421	363018	26	0.880554	0.001461	NA	NA	NA	BC13-P1
All Reads	ALL	48	74497370	363413	25	0.912136	0.001513	NA	NA	NA	BC13-P1
All Reads	ALL	49	71272749	367607	26	0.964407	0.001591	NA	NA	NA	BC13-P1
All Reads	ALL	50	67162836	366417	26	1.020109	0.001685	NA	NA	NA	BC13-P1
All Reads	ALL	51	62356075	359751	25	1.078756	0.001799	NA	NA	NA	BC13-P1
All Reads	ALL	52	57369069	364658	25	1.188524	0.001968	NA	NA	NA	BC13-P1
All Reads	ALL	53	52702057	370333	25	1.313908	0.002159	NA	NA	NA	BC13-P1
All Reads	ALL	54	48542265	379876	25	1.463262	0.002374	NA	NA	NA	BC13-P1
All Reads	ALL	55	44876597	391902	25	1.632893	0.002608	NA	NA	NA	BC13-P1
All Reads	ALL	56	41346578	406501	25	1.838325	0.002883	NA	NA	NA	BC13-P1
All Reads	ALL	57	37594432	416605	25	2.072054	0.00321	NA	NA	NA	BC13-P1
All Reads	ALL	58	33458358	430026	25	2.403202	0.003665	NA	NA	NA	BC13-P1
All Reads	ALL	59	28972655	435535	25	2.810832	0.004259	NA	NA	NA	BC13-P1
All Reads	ALL	60	24470214	436938	26	3.338737	0.005051	NA	NA	NA	BC13-P1
All Reads	ALL	61	20316562	431135	25	3.967923	0.006043	NA	NA	NA	BC13-P1
All Reads	ALL	62	16771816	424955	25	4.737651	0.007268	NA	NA	NA	BC13-P1
All Reads	ALL	63	13846719	408555	25	5.517011	0.008631	NA	NA	NA	BC13-P1
All Reads	ALL	64	11435727	398611	25	6.51757	0.010323	NA	NA	NA	BC13-P1
All Reads	ALL	65	9427296	372061	25	7.379504	0.012098	NA	NA	NA	BC13-P1
All Reads	ALL	66	7763602	337232	25	8.122051	0.013986	NA	NA	NA	BC13-P1
All Reads	ALL	67	6306729	309052	25	9.162787	0.016482	NA	NA	NA	BC13-P1
All Reads	ALL	68	5044172	265878	25	9.855819	0.019114	NA	NA	NA	BC13-P1
All Reads	ALL	69	4036063	226356	25	10.486589	0.022041	NA	NA	NA	BC13-P1
All Reads	ALL	70	3237424	188417	24	10.8823	0.02507	NA	NA	NA	BC13-P1
All Reads	ALL	71	2593527	150555	24	10.854369	0.027974	NA	NA	NA	BC13-P1
All Reads	ALL	72	2098727	122257	24	10.892259	0.031152	NA	NA	NA	BC13-P1
All Reads	ALL	73	1714316	100964	23	11.012245	0.034657	NA	NA	NA	BC13-P1
All Reads	ALL	74	1414431	81741	24	10.805836	0.037795	NA	NA	NA	BC13-P1
All Reads	ALL	75	1193116	65224	24	10.221743	0.040024	NA	NA	NA	BC13-P1
All Reads	ALL	76	1030236	53918	23	9.78582	0.042143	NA	NA	NA	BC13-P1
All Reads	ALL	77	906345	41835	23	8.630708	0.042197	NA	NA	NA	BC13-P1
All Reads	ALL	78	806223	32689	23	7.581352	0.041932	NA	NA	NA	BC13-P1
All Reads	ALL	79	704539	25450	23	6.75434	0.042339	NA	NA	NA	BC13-P1
All Reads	ALL	80	601018	19895	23	6.189515	0.043882	NA	NA	NA	BC13-P1
All Reads	ALL	81	504754	14846	23	5.499584	0.045136	NA	NA	NA	BC13-P1
All Reads	ALL	82	423484	10605	23	4.682458	0.045469	NA	NA	NA	BC13-P1
All Reads	ALL	83	348430	8934	22	4.794359	0.050723	NA	NA	NA	BC13-P1
All Reads	ALL	84	270044	5708	22	3.952297	0.052313	NA	NA	NA	BC13-P1
All Reads	ALL	85	195661	3134	21	2.994987	0.053499	NA	NA	NA	BC13-P1
All Reads	ALL	86	130371	2419	21	3.469405	0.07054	NA	NA	NA	BC13-P1
All Reads	ALL	87	84764	1564	21	3.450051	0.087238	NA	NA	NA	BC13-P1
All Reads	ALL	88	58468	523	21	1.672567	0.073136	NA	NA	NA	BC13-P1
All Reads	ALL	89	38017	210	22	1.03286	0.071274	NA	NA	NA	BC13-P1
All Reads	ALL	90	24933	39	22	0.292476	0.046834	NA	NA	NA	BC13-P1
All Reads	ALL	91	15833	105	20	1.240013	0.121013	NA	NA	NA	BC13-P1
All Reads	ALL	92	9370	35	19	0.698439	0.118058	NA	NA	NA	BC13-P1
All Reads	ALL	93	5877	37	19	1.177189	0.193529	NA	NA	NA	BC13-P1
All Reads	ALL	94	3408	247	16	13.551818	0.862282	NA	NA	NA	BC13-P1
All Reads	ALL	95	1663	642	15	72.184335	2.848888	NA	NA	NA	BC13-P1
All Reads	ALL	96	986	480	14	91.0258	4.15474	NA	NA	NA	BC13-P1
All Reads	ALL	97	658	1269	14	360.608459	10.122904	NA	NA	NA	BC13-P1
All Reads	ALL	98	328	2060	14	1174.3392	25.873784	NA	NA	NA	BC13-P1
All Reads	ALL	99	133	471	14	662.169919	30.511179	NA	NA	NA	BC13-P1
All Reads	ALL	100	339	0	0	0	0	NA	NA	NA	BC13-P1
All Reads	ALL	0	132619	65	15	0.052269	0.006483	NA	NA	NA	BC08-T2
