CATEGORY	TOTAL_READS	PF_READS	PCT_PF_READS	PF_NOISE_READS	PF_READS_ALIGNED	PCT_PF_READS_ALIGNED	PF_ALIGNED_BASES	PF_HQ_ALIGNED_READS	PF_HQ_ALIGNED_BASES	PF_HQ_ALIGNED_Q20_BASES	PF_HQ_MEDIAN_MISMATCHES	PF_MISMATCH_RATE	PF_HQ_ERROR_RATE	PF_INDEL_RATE	MEAN_READ_LENGTH	READS_ALIGNED_IN_PAIRS	PCT_READS_ALIGNED_IN_PAIRS	PF_READS_IMPROPER_PAIRS	PCT_PF_READS_IMPROPER_PAIRS	BAD_CYCLES	STRAND_BALANCE	PCT_CHIMERAS	PCT_ADAPTER	LIBRARY	SAMPLE_NAME
FIRST_OF_PAIR	13446360	13446360	1	0	13445189	0.999913	1628266494	13007072	1577945121	1542764365	0	0.003044	0.002873	1.24e-4	125	13416638	0.997876	138825	0.010325	0	0.51663	0.009609	3e-6	NA	BC08-T2
SECOND_OF_PAIR	13446360	13446360	1	0	13417808	0.997877	1614695979	12968299	1564181989	1478189332	0	0.006012	0.005837	1.2e-4	125	13416638	0.999913	111444	0.008306	0	0.483091	0.010971	4e-6	NA	BC08-T2
PAIR	26892720	26892720	1	0	26862997	0.998895	3242962473	25975371	3142127110	3020953697	0	0.004522	0.004348	1.22e-4	125	26833276	0.998894	250269	0.009316	0	0.499877	0.010289	3e-6	NA	BC08-T2
FIRST_OF_PAIR	20950745	20950745	1	0	20948902	0.999912	2623398148	20241575	2536785157	2497553792	0	0.002308	0.002164	1.21e-4	126	20844766	0.995029	2827901	0.13499	0	0.493111	0.009201	1.2e-5	NA	BC16-P1
SECOND_OF_PAIR	20950745	20950745	1	0	20846143	0.995007	2598311065	20110987	2510544052	2398126300	0	0.005051	0.004838	1.19e-4	126	20844766	0.999934	2725142	0.130726	0	0.506504	0.009726	4.3e-5	NA	BC16-P1
PAIR	41901490	41901490	1	0	41795045	0.99746	5221709213	40352562	5047329209	4895680092	0	0.003673	0.003494	1.2e-4	126	41689532	0.997475	5553043	0.132864	0	0.499791	0.009463	2.7e-5	NA	BC16-P1
FIRST_OF_PAIR	8414302	8414302	1	0	8413752	0.999935	1050964021	8146356	1018316042	1002419706	0	0.002129	0.001986	1.12e-4	126	8399257	0.998277	796747	0.094696	0	0.490981	0.01189	5e-6	NA	BC07-P1
SECOND_OF_PAIR	8414302	8414302	1	0	8399805	0.998277	1047893389	8127159	1014964916	983151763	0	0.003489	0.003317	1.14e-4	126	8399257	0.999935	782800	0.093193	0	0.508515	0.012024	8e-6	NA	BC07-P1
PAIR	16828604	16828604	1	0	16813557	0.999106	2098857410	16273515	2033280958	1985571469	0	0.002808	0.00265	1.13e-4	126	16798514	0.999105	1579547	0.093945	0	0.49974	0.011957	6e-6	NA	BC07-P1
FIRST_OF_PAIR	12169384	12169384	1	0	12124202	0.996287	1187550556	11709590	1149042822	1093836357	0	0.00356	0.003295	1.13e-4	100	12088439	0.99705	201626	0.01663	0	0.506732	0.01508	6e-6	NA	BC13-T
SECOND_OF_PAIR	12169384	12169384	1	0	12133620	0.997061	1183038570	11713762	1144428363	1066766009	0	0.004644	0.004375	1.11e-4	100	12088439	0.996276	211044	0.017393	0	0.493161	0.017084	5e-6	NA	BC13-T
PAIR	24338768	24338768	1	0	24257822	0.996674	2370589126	23423352	2293471185	2160602366	0	0.004101	0.003834	1.12e-4	100	24176878	0.996663	412670	0.017012	0	0.499944	0.016083	5e-6	NA	BC13-T
FIRST_OF_PAIR	14896347	14896347	1	0	14855648	0.997268	1455350459	14349798	1407857564	1339845928	0	0.003433	0.003247	1.14e-4	100	14817115	0.997406	174527	0.011748	0	0.510713	0.009151	5e-6	NA	BC09-T
SECOND_OF_PAIR	14896347	14896347	1	0	14857813	0.997413	1452059561	14346901	1404412114	1312809209	0	0.004375	0.004183	1.11e-4	100	14817115	0.997261	176692	0.011892	0	0.489096	0.009788	5e-6	NA	BC09-T
PAIR	29792694	29792694	1	0	29713461	0.997341	2907410020	28696699	2812269678	2652655137	0	0.003904	0.003715	1.13e-4	100	29634230	0.997333	351219	0.01182	0	0.499904	0.009469	5e-6	NA	BC09-T
FIRST_OF_PAIR	8515538	8515538	1	0	8478758	0.995681	816545267	8077607	780359352	738687974	0	0.00411	0.003794	1.23e-4	100	8446688	0.996218	416354	0.049106	0	0.515743	0.05903	6e-6	NA	BC08-T
SECOND_OF_PAIR	8515538	8515538	1	0	8483467	0.996234	809957680	8074051	773557203	717102384	0	0.005281	0.004952	1.24e-4	100	8446688	0.995665	421063	0.049633	0	0.483788	0.06473	7e-6	NA	BC08-T
PAIR	17031076	17031076	1	0	16962225	0.995957	1626502947	16151658	1553916555	1455790358	0	0.004693	0.004371	1.23e-4	100	16893376	0.995941	837417	0.04937	0	0.499761	0.061881	6e-6	NA	BC08-T
FIRST_OF_PAIR	11089254	11089254	1	0	11088497	0.999932	1389418989	10731802	1345645650	1324050996	0	0.002173	0.002031	1.07e-4	126	11065311	0.997909	1406157	0.126812	0	0.494381	0.012505	4e-6	NA	BC03-P1
SECOND_OF_PAIR	11089254	11089254	1	0	11066068	0.997909	1384755335	10702333	1340582593	1297158958	0	0.00359	0.003411	1.07e-4	126	11065311	0.999932	1383728	0.125042	0	0.505119	0.012605	7e-6	NA	BC03-P1
PAIR	22178508	22178508	1	0	22154565	0.99892	2774174324	21434135	2686228243	2621209954	0	0.002881	0.00272	1.07e-4	126	22130622	0.998919	2789885	0.125928	0	0.499745	0.012555	6e-6	NA	BC03-P1
FIRST_OF_PAIR	48751539	48751539	1	0	48746202	0.999891	5931619547	46378171	5671582235	5556475680	0	0.004964	0.003797	2.46e-4	125	48551291	0.996002	706551	0.014494	0	0.500481	0.014221	8e-6	NA	BC20-N
SECOND_OF_PAIR	48751539	48751539	1	0	48556622	0.996002	5860492310	46128327	5602419656	5266595181	0	0.008566	0.007434	2.28e-4	125	48551291	0.99989	516971	0.010647	0	0.499608	0.015254	1.8e-5	NA	BC20-N
PAIR	97503078	97503078	1	0	97302824	0.997946	11792111857	92506498	11274001891	10823070861	0	0.006754	0.005605	2.37e-4	125	97102582	0.997942	1223522	0.012574	0	0.500045	0.014736	1.3e-5	NA	BC20-N
FIRST_OF_PAIR	11827138	11827138	1	0	11811790	0.998702	1168388007	11232282	1114491931	1044774333	0	0.005465	0.004689	1.78e-4	100	11695266	0.990135	249528	0.021125	0	0.499533	0.010123	8e-6	NA	BC17-N
SECOND_OF_PAIR	11827138	11827138	1	0	11710614	0.990148	1151767123	11125934	1098612350	981114916	0	0.012875	0.012126	1.72e-4	100	11695266	0.998689	148352	0.012668	0	0.500388	0.010204	7e-6	NA	BC17-N
PAIR	23654276	23654276	1	0	23522404	0.994425	2320155130	22358216	2213104281	2025889249	0	0.009143	0.008381	1.75e-4	100	23390532	0.994394	397880	0.016915	0	0.499958	0.010163	8e-6	NA	BC17-N
FIRST_OF_PAIR	4780396	4780396	1	0	4779852	0.999886	580747251	4614965	561778546	549632357	0	0.003927	0.003711	1.43e-4	125	4767541	0.997424	58040	0.012143	0	0.504214	0.012347	6e-6	NA	BC10-N
SECOND_OF_PAIR	4780396	4780396	1	0	4768085	0.997425	576041313	4599711	557100389	529984880	0	0.006418	0.006202	1.39e-4	125	4767541	0.999886	46273	0.009705	0	0.49538	0.013751	9e-6	NA	BC10-N
PAIR	9560792	9560792	1	0	9547937	0.998655	1156788564	9214676	1118878935	1079617237	0	0.005167	0.004952	1.41e-4	125	9535082	0.998654	104313	0.010925	0	0.499803	0.013048	8e-6	NA	BC10-N
FIRST_OF_PAIR	15020021	15020021	1	0	14966441	0.996433	1475051283	14508589	1431611389	1355920187	0	0.003307	0.003135	1.07e-4	100	14912829	0.996418	159553	0.010661	0	0.50489	0.006208	3e-6	NA	BC02-N
SECOND_OF_PAIR	15020021	15020021	1	0	14966409	0.996431	1472315534	14503175	1428653233	1317594927	0	0.004855	0.004672	1.04e-4	100	14912829	0.99642	159521	0.010659	0	0.494896	0.006208	3e-6	NA	BC02-N
PAIR	30040042	30040042	1	0	29932850	0.996432	2947366817	29011764	2860264622	2673515114	0	0.00408	0.003903	1.05e-4	100	29825658	0.996419	319074	0.01066	0	0.499893	0.006208	3e-6	NA	BC02-N
FIRST_OF_PAIR	10021502	10021502	1	0	10021014	0.999951	1229775759	9704086	1193077629	1170385708	0	0.003304	0.002986	1.52e-4	125	9987129	0.996619	89656	0.008947	0	0.504733	0.005974	3e-6	NA	BC18-N
SECOND_OF_PAIR	10021502	10021502	1	0	9987617	0.996619	1218206382	9663630	1181608870	1115361316	0	0.006774	0.006455	1.44e-4	125	9987129	0.999951	56259	0.005633	0	0.495078	0.006467	1.1e-5	NA	BC18-N
PAIR	20043004	20043004	1	0	20008631	0.998285	2447982141	19367716	2374686499	2285747024	0	0.005031	0.004712	1.48e-4	125	19974258	0.998282	145915	0.007293	0	0.499914	0.00622	7e-6	NA	BC18-N
FIRST_OF_PAIR	14396800	14396800	1	0	14346180	0.996484	1412495361	13913945	1371526345	1296561987	0	0.003534	0.00337	1.11e-4	100	14297908	0.996635	145077	0.010113	0	0.496525	0.005734	3e-6	NA	BC04-N
SECOND_OF_PAIR	14396800	14396800	1	0	14348528	0.996647	1410854183	13911519	1369650530	1269364288	0	0.004657	0.004484	1.09e-4	100	14297908	0.996472	147425	0.010275	0	0.503279	0.005729	2e-6	NA	BC04-N
PAIR	28793600	28793600	1	0	28694708	0.996565	2823349544	27825464	2741176875	2565926275	0	0.004096	0.003927	1.1e-4	100	28595816	0.996554	292502	0.010194	0	0.499902	0.005731	2e-6	NA	BC04-N
FIRST_OF_PAIR	14928778	14928778	1	0	14881498	0.996833	1465477592	14435708	1423202843	1347320753	0	0.003345	0.003188	1.08e-4	100	14835909	0.996937	180048	0.012099	0	0.504968	0.00711	5e-6	NA	BC09-N
SECOND_OF_PAIR	14928778	14928778	1	0	14883189	0.996946	1463939448	14433484	1421463280	1320287065	0	0.004395	0.004229	1.07e-4	100	14835909	0.996823	181739	0.012211	0	0.494821	0.007074	4e-6	NA	BC09-N
PAIR	29857556	29857556	1	0	29764687	0.99689	2929417040	28869192	2844666123	2667607818	0	0.00387	0.003708	1.08e-4	100	29671818	0.99688	361787	0.012155	0	0.499894	0.007092	4e-6	NA	BC09-N
FIRST_OF_PAIR	16205911	16205911	1	0	16149474	0.996518	1590934586	15654823	1544016624	1463061358	0	0.003257	0.003093	1.07e-4	100	16096402	0.996714	186604	0.011555	0	0.505781	0.007253	2e-6	NA	BC06-N
SECOND_OF_PAIR	16205911	16205911	1	0	16152839	0.996725	1589000342	15652748	1541784456	1426255494	0	0.00456	0.004385	1.03e-4	100	16096402	0.996506	189969	0.011761	0	0.493968	0.007238	3e-6	NA	BC06-N
PAIR	32411822	32411822	1	0	32302313	0.996621	3179934928	31307571	3085801080	2889316852	0	0.003908	0.003738	1.05e-4	100	32192804	0.99661	376573	0.011658	0	0.499874	0.007246	3e-6	NA	BC06-N
FIRST_OF_PAIR	13114355	13114355	1	0	13069038	0.996544	1287875037	12689778	1251929385	1183911786	0	0.003333	0.003187	1.04e-4	100	13020774	0.996307	141383	0.010818	0	0.498016	0.005693	3e-6	NA	BC08-N
SECOND_OF_PAIR	13114355	13114355	1	0	13066091	0.99632	1285787287	12682871	1249660442	1155177812	0	0.0046	0.004444	1.02e-4	100	13020774	0.996532	138436	0.010595	0	0.501769	0.005681	3e-6	NA	BC08-N
PAIR	26228710	26228710	1	0	26135129	0.996432	2573662324	25372649	2501589827	2339089598	0	0.003966	0.003815	1.03e-4	100	26041548	0.996419	279819	0.010707	0	0.499893	0.005687	3e-6	NA	BC08-N
FIRST_OF_PAIR	21439453	21439453	1	0	21438394	0.999951	2625699566	20739326	2544781715	2495942430	0	0.003293	0.002993	1.44e-4	125	21359913	0.996339	208984	0.009748	0	0.501389	0.006574	3e-6	NA	BC14-N
SECOND_OF_PAIR	21439453	21439453	1	0	21360971	0.996339	2599638812	20646145	2518898043	2369990184	0	0.007	0.006695	1.37e-4	125	21359913	0.99995	131561	0.006159	0	0.49829	0.007007	1e-5	NA	BC14-N
PAIR	42878906	42878906	1	0	42799365	0.998145	5225338378	41385471	5063679758	4865932614	0	0.005137	0.004835	1.4e-4	125	42719826	0.998142	340545	0.007957	0	0.499842	0.00679	6e-6	NA	BC14-N
FIRST_OF_PAIR	10034251	10034251	1	0	10033729	0.999948	1231938416	9692373	1192187892	1162636531	0	0.003579	0.003265	1.49e-4	125	10001230	0.996761	88330	0.008803	0	0.501308	0.005934	5e-6	NA	BC15-N
SECOND_OF_PAIR	10034251	10034251	1	0	10001752	0.996761	1220821861	9653061	1181139679	1109592415	0	0.007064	0.006745	1.4e-4	125	10001230	0.999948	56353	0.005634	0	0.498441	0.00627	9e-6	NA	BC15-N
PAIR	20068502	20068502	1	0	20035481	0.998355	2452760277	19345434	2373327571	2272228946	0	0.005314	0.004997	1.45e-4	125	20002460	0.998352	144683	0.007221	0	0.499877	0.006102	7e-6	NA	BC15-N
FIRST_OF_PAIR	14021817	14021817	1	0	13970829	0.996364	1377174550	13567292	1338865459	1268229925	0	0.003215	0.003069	1.04e-4	100	13923113	0.996585	147539	0.010561	0	0.500619	0.005747	4e-6	NA	BC07-N
SECOND_OF_PAIR	14021817	14021817	1	0	13974100	0.996597	1375890106	13565718	1337314656	1243278167	0	0.004224	0.004068	1.03e-4	100	13923113	0.996351	150810	0.010792	0	0.499175	0.005776	4e-6	NA	BC07-N
PAIR	28043634	28043634	1	0	27944929	0.99648	2753064656	27133010	2676180115	2511508092	0	0.003719	0.003569	1.03e-4	100	27846226	0.996468	298349	0.010676	0	0.499897	0.005762	4e-6	NA	BC07-N
FIRST_OF_PAIR	14213761	14213761	1	0	14173890	0.997195	1396479442	13757441	1356912347	1287138896	0	0.00321	0.003061	1.08e-4	100	14120031	0.9962	172433	0.012166	0	0.497182	0.007109	3e-6	NA	BC01-N
SECOND_OF_PAIR	14213761	14213761	1	0	14159902	0.996211	1392316139	13738792	1352602929	1245069732	0	0.004892	0.00473	1.04e-4	100	14120031	0.997184	158445	0.01119	0	0.502596	0.007124	3e-6	NA	BC01-N
PAIR	28427522	28427522	1	0	28333792	0.996703	2788795581	27496233	2709515276	2532208628	0	0.00405	0.003895	1.06e-4	100	28240062	0.996692	330878	0.011678	0	0.499888	0.007116	3e-6	NA	BC01-N
FIRST_OF_PAIR	10617623	10617623	1	0	10617095	0.99995	1302366840	10257631	1260482706	1236167558	0	0.003155	0.002869	1.41e-4	125	10584836	0.996962	90065	0.008483	0	0.50193	0.00596	3e-6	NA	BC21-N
SECOND_OF_PAIR	10617623	10617623	1	0	10585364	0.996962	1290968473	10218244	1249144760	1180351679	0	0.006488	0.006198	1.34e-4	125	10584836	0.99995	58334	0.005511	0	0.497783	0.006398	1.1e-5	NA	BC21-N
PAIR	21235246	21235246	1	0	21202459	0.998456	2593335313	20475875	2509627466	2416519237	0	0.004814	0.004526	1.37e-4	125	21169672	0.998454	148399	0.006999	0	0.49986	0.006179	7e-6	NA	BC21-N
FIRST_OF_PAIR	14954599	14954599	1	0	14895363	0.996039	1466906137	14462829	1426045877	1347265560	0	0.003448	0.003291	1.04e-4	100	14850765	0.997006	176574	0.011854	0	0.51003	0.008149	5e-6	NA	BC12-N
SECOND_OF_PAIR	14954599	14954599	1	0	14910001	0.997018	1467047540	14474099	1425949273	1327341846	0	0.004278	0.004113	1.03e-4	100	14850765	0.996027	191212	0.012824	0	0.489763	0.008072	6e-6	NA	BC12-N
PAIR	29909198	29909198	1	0	29805364	0.996528	2933953677	28936928	2851995150	2674607406	0	0.003863	0.003702	1.03e-4	100	29701530	0.996516	367786	0.01234	0	0.499892	0.008111	5e-6	NA	BC12-N
FIRST_OF_PAIR	4712263	4712263	1	0	4700025	0.997403	462336403	4463118	440333084	411111881	0	0.005337	0.004745	1.59e-4	100	4680263	0.995795	111923	0.023813	0	0.506264	0.02155	4e-6	NA	BC05-N
SECOND_OF_PAIR	4712263	4712263	1	0	4692501	0.995806	458685465	4451419	436700064	400175787	0	0.010532	0.009959	1.55e-4	100	4680263	0.997392	104399	0.022248	0	0.493557	0.023303	4e-6	NA	BC05-N
PAIR	9424526	9424526	1	0	9392526	0.996605	921021868	8914537	877033148	811287668	0	0.007924	0.007341	1.57e-4	100	9360526	0.996593	216322	0.023031	0	0.499916	0.022426	4e-6	NA	BC05-N
FIRST_OF_PAIR	15340429	15340429	1	0	15290978	0.996776	1505216386	14857552	1464191494	1386755647	0	0.003201	0.003067	9.9e-5	100	15246071	0.997063	158292	0.010352	0	0.503404	0.006737	2e-6	NA	BC13-N
SECOND_OF_PAIR	15340429	15340429	1	0	15295522	0.997073	1503953527	14858202	1462706264	1356926188	0	0.00434	0.004199	9.7e-5	100	15246071	0.996767	162836	0.010646	0	0.496391	0.006692	3e-6	NA	BC13-N
PAIR	30680858	30680858	1	0	30586500	0.996925	3009169913	29715754	2926897758	2743681835	0	0.00377	0.003633	9.8e-5	100	30492142	0.996915	321128	0.010499	0	0.499897	0.006714	3e-6	NA	BC13-N
FIRST_OF_PAIR	8532326	8532326	1	0	8521664	0.99875	843292973	8115649	805583322	756527003	0	0.005166	0.004409	1.79e-4	100	8467826	0.993682	169341	0.019872	0	0.502779	0.009508	4e-6	NA	BC16-N
SECOND_OF_PAIR	8532326	8532326	1	0	8478486	0.99369	836242189	8069066	798753354	728835787	0	0.011006	0.010265	1.72e-4	100	8467826	0.998743	126163	0.014880000000000001	0	0.497074	0.009567	2e-6	NA	BC16-N
PAIR	17064652	17064652	1	0	17000150	0.99622	1679535162	16184715	1604336676	1485362790	0	0.008073	0.007324	1.76e-4	100	16935652	0.996206	295504	0.017382	0	0.499934	0.009537	3e-6	NA	BC16-N
FIRST_OF_PAIR	15560529	15560529	1	0	15504167	0.996378	1527619429	15049757	1484601278	1406171172	0	0.003305	0.003145	1.02e-4	100	15457752	0.997006	145638	0.009393	0	0.499995	0.005777	3e-6	NA	BC03-N
SECOND_OF_PAIR	15560529	15560529	1	0	15514114	0.997017	1526612623	15054784	1483313413	1373417038	0	0.004545	0.004376	9.9e-5	100	15457752	0.996367	155585	0.010029	0	0.49978	0.00576	3e-6	NA	BC03-N
PAIR	31121058	31121058	1	0	31018281	0.996698	3054232052	30104541	2967914691	2779588210	0	0.003925	0.00376	1e-4	100	30915504	0.996687	301223	0.009711	0	0.499888	0.005769	3e-6	NA	BC03-N
